id,estacion_salida,estacion_llegada,tipo_pmr,hora
34547,CUL,VMA,PMR_ADULTO_MAYOR,20:00
34548,NAR,CUL,PMR_ADULTO_MAYOR,14:00
34549,SMA,UNI,PMR_SILLA,13:00
34550,MAT,JAR,PMR_SILLA,08:00
34551,NAR,VMA,PMR_SILLA,20:00
34552,VMA,NAR,PMR_AUDITIVO,13:00
34553,UNI,PUE,PMR_VISUAL,15:00
34554,PUE,VMA,PMR_VISUAL,08:00
34555,UNI,NAR,PMR_ADULTO_MAYOR,10:00
34556,MAT,JAR,PMR_VISUAL,07:00
34557,PUE,UNI,PMR_VISUAL,19:00
34558,JAR,GAM,PMR_ADULTO_MAYOR,13:00
34559,CUL,PUE,PMR_ADULTO_MAYOR,14:00
34560,CUL,JAR,PMR_VISUAL,11:00
34561,GAM,PUE,PMR_VISUAL,07:00
34562,PUE,ANG,PMR_ADULTO_MAYOR,14:00
34563,NAR,VMA,PMR_AUDITIVO,12:00
34564,UNI,CUL,PMR_SILLA,11:00
34565,MAT,GAM,PMR_SILLA,17:00
34566,CUL,NAR,PMR_VISUAL,20:00
34567,SMA,ANG,PMR_SILLA,16:00
34568,UNI,PUE,PMR_ADULTO_MAYOR,13:00
34569,CUL,PUE,PMR_SILLA,13:00
34570,NAR,MAT,PMR_SILLA,09:00
34571,CUL,JAR,PMR_SILLA,06:00
34572,NAR,CUL,PMR_ADULTO_MAYOR,11:00
34573,ANG,NAR,PMR_ADULTO_MAYOR,11:00
34574,MAT,NAR,PMR_ADULTO_MAYOR,11:00
34575,SMA,VMA,PMR_ADULTO_MAYOR,10:00
34576,GAM,SMA,PMR_VISUAL,20:00
34577,GAM,UNI,PMR_ADULTO_MAYOR,11:00
34578,PUE,ANG,PMR_VISUAL,10:00
34579,MAT,GAM,PMR_SILLA,09:00
34580,SMA,VMA,PMR_SILLA,14:00
34581,GAM,JAR,PMR_SILLA,09:00
34582,CUL,MAT,PMR_VISUAL,09:00
34583,JAR,UNI,PMR_ADULTO_MAYOR,15:00
34584,GAM,UNI,PMR_SILLA,07:00
34585,GAM,NAR,PMR_SILLA,16:00
34586,ANG,JAR,PMR_SILLA,11:00
34587,SMA,PUE,PMR_AUDITIVO,09:00
34588,MAT,UNI,PMR_ADULTO_MAYOR,17:00
34589,NAR,ANG,PMR_AUDITIVO,16:00
34590,MAT,NAR,PMR_VISUAL,12:00
34591,SMA,GAM,PMR_AUDITIVO,09:00
34592,NAR,SMA,PMR_ADULTO_MAYOR,15:00
34593,VMA,MAT,PMR_ADULTO_MAYOR,10:00
34594,NAR,UNI,PMR_ADULTO_MAYOR,16:00
34595,VMA,PUE,PMR_SILLA,11:00
34596,ANG,UNI,PMR_AUDITIVO,11:00
34597,ANG,UNI,PMR_AUDITIVO,15:00
34598,GAM,NAR,PMR_SILLA,16:00
34599,ANG,UNI,PMR_SILLA,16:00
34600,VMA,SMA,PMR_SILLA,07:00
34601,JAR,PUE,PMR_VISUAL,15:00
34602,GAM,JAR,PMR_ADULTO_MAYOR,13:00
34603,SMA,UNI,PMR_SILLA,12:00
34604,MAT,GAM,PMR_SILLA,12:00
34605,CUL,GAM,PMR_ADULTO_MAYOR,10:00
34606,JAR,NAR,PMR_ADULTO_MAYOR,17:00
34607,ANG,PUE,PMR_AUDITIVO,20:00
34608,NAR,ANG,PMR_SILLA,19:00
34609,JAR,VMA,PMR_AUDITIVO,07:00
34610,PUE,SMA,PMR_AUDITIVO,11:00
34611,UNI,NAR,PMR_AUDITIVO,20:00
34612,UNI,NAR,PMR_ADULTO_MAYOR,14:00
34613,MAT,UNI,PMR_SILLA,20:00
34614,VMA,ANG,PMR_ADULTO_MAYOR,20:00
34615,GAM,NAR,PMR_ADULTO_MAYOR,10:00
34616,UNI,ANG,PMR_SILLA,14:00
34617,GAM,ANG,PMR_AUDITIVO,15:00
34618,MAT,VMA,PMR_SILLA,09:00
34619,PUE,VMA,PMR_VISUAL,15:00
34620,VMA,GAM,PMR_ADULTO_MAYOR,13:00
34621,SMA,VMA,PMR_AUDITIVO,10:00
34622,VMA,UNI,PMR_SILLA,15:00
34623,ANG,CUL,PMR_SILLA,07:00
34624,JAR,MAT,PMR_ADULTO_MAYOR,08:00
34625,VMA,UNI,PMR_VISUAL,07:00
34626,MAT,JAR,PMR_ADULTO_MAYOR,15:00
34627,ANG,NAR,PMR_SILLA,13:00
34628,PUE,JAR,PMR_AUDITIVO,09:00
34629,VMA,ANG,PMR_ADULTO_MAYOR,19:00
34630,VMA,PUE,PMR_VISUAL,18:00
34631,UNI,PUE,PMR_SILLA,19:00
34632,UNI,CUL,PMR_ADULTO_MAYOR,10:00
34633,GAM,MAT,PMR_VISUAL,11:00
34634,UNI,JAR,PMR_ADULTO_MAYOR,15:00
34635,UNI,VMA,PMR_VISUAL,19:00
34636,ANG,SMA,PMR_SILLA,16:00
34637,JAR,MAT,PMR_ADULTO_MAYOR,15:00
34638,GAM,VMA,PMR_AUDITIVO,16:00
34639,GAM,UNI,PMR_SILLA,20:00
34640,VMA,SMA,PMR_AUDITIVO,06:00
34641,ANG,CUL,PMR_ADULTO_MAYOR,17:00
34642,PUE,MAT,PMR_VISUAL,20:00
34643,ANG,UNI,PMR_VISUAL,09:00
34644,GAM,SMA,PMR_VISUAL,17:00
34645,CUL,ANG,PMR_ADULTO_MAYOR,19:00
34646,JAR,GAM,PMR_ADULTO_MAYOR,16:00
34647,CUL,JAR,PMR_SILLA,11:00
34648,NAR,VMA,PMR_ADULTO_MAYOR,16:00
34649,JAR,ANG,PMR_ADULTO_MAYOR,13:00
34650,MAT,SMA,PMR_ADULTO_MAYOR,19:00
34651,VMA,ANG,PMR_ADULTO_MAYOR,11:00
34652,SMA,UNI,PMR_VISUAL,08:00
34653,UNI,GAM,PMR_AUDITIVO,17:00
34654,GAM,VMA,PMR_SILLA,09:00
34655,NAR,VMA,PMR_ADULTO_MAYOR,19:00
34656,GAM,JAR,PMR_SILLA,16:00
34657,VMA,ANG,PMR_VISUAL,12:00
34658,ANG,UNI,PMR_AUDITIVO,19:00
34659,UNI,VMA,PMR_VISUAL,16:00
34660,GAM,VMA,PMR_AUDITIVO,08:00
34661,ANG,GAM,PMR_VISUAL,09:00
34662,SMA,JAR,PMR_ADULTO_MAYOR,12:00
34663,GAM,VMA,PMR_VISUAL,18:00
34664,UNI,CUL,PMR_ADULTO_MAYOR,16:00
34665,MAT,CUL,PMR_SILLA,11:00
34666,GAM,UNI,PMR_ADULTO_MAYOR,13:00
34667,PUE,ANG,PMR_SILLA,09:00
34668,ANG,SMA,PMR_AUDITIVO,13:00
34669,JAR,GAM,PMR_SILLA,19:00
34670,GAM,JAR,PMR_VISUAL,15:00
34671,NAR,PUE,PMR_AUDITIVO,11:00
34672,GAM,MAT,PMR_ADULTO_MAYOR,15:00
34673,UNI,PUE,PMR_VISUAL,14:00
34674,JAR,MAT,PMR_ADULTO_MAYOR,07:00
34675,PUE,UNI,PMR_VISUAL,18:00
34676,GAM,VMA,PMR_AUDITIVO,16:00
34677,VMA,ANG,PMR_ADULTO_MAYOR,13:00
34678,ANG,CUL,PMR_ADULTO_MAYOR,17:00
34679,CUL,UNI,PMR_SILLA,18:00
34680,SMA,UNI,PMR_SILLA,10:00
34681,CUL,PUE,PMR_ADULTO_MAYOR,20:00
34682,MAT,ANG,PMR_VISUAL,15:00
34683,SMA,CUL,PMR_ADULTO_MAYOR,20:00
34684,GAM,NAR,PMR_ADULTO_MAYOR,13:00
34685,VMA,SMA,PMR_AUDITIVO,16:00
34686,MAT,NAR,PMR_AUDITIVO,11:00
34687,ANG,PUE,PMR_VISUAL,13:00
34688,UNI,CUL,PMR_VISUAL,14:00
34689,MAT,ANG,PMR_VISUAL,12:00
34690,VMA,MAT,PMR_SILLA,12:00
34691,VMA,ANG,PMR_VISUAL,14:00
34692,UNI,GAM,PMR_AUDITIVO,13:00
34693,SMA,VMA,PMR_VISUAL,08:00
34694,UNI,MAT,PMR_AUDITIVO,15:00
34695,UNI,MAT,PMR_VISUAL,08:00
34696,VMA,ANG,PMR_ADULTO_MAYOR,16:00
34697,ANG,NAR,PMR_AUDITIVO,19:00
34698,CUL,MAT,PMR_ADULTO_MAYOR,12:00
34699,JAR,CUL,PMR_ADULTO_MAYOR,13:00
34700,JAR,CUL,PMR_AUDITIVO,12:00
34701,GAM,ANG,PMR_SILLA,14:00
34702,NAR,GAM,PMR_VISUAL,18:00
34703,VMA,GAM,PMR_VISUAL,18:00
34704,ANG,SMA,PMR_VISUAL,06:00
34705,ANG,UNI,PMR_SILLA,08:00
34706,NAR,PUE,PMR_AUDITIVO,18:00
34707,PUE,GAM,PMR_VISUAL,20:00
34708,VMA,SMA,PMR_SILLA,13:00
34709,PUE,NAR,PMR_SILLA,12:00
34710,VMA,PUE,PMR_AUDITIVO,11:00
34711,PUE,NAR,PMR_AUDITIVO,10:00
34712,JAR,VMA,PMR_ADULTO_MAYOR,16:00
34713,MAT,PUE,PMR_ADULTO_MAYOR,13:00
34714,ANG,MAT,PMR_ADULTO_MAYOR,14:00
34715,GAM,SMA,PMR_ADULTO_MAYOR,18:00
34716,UNI,PUE,PMR_ADULTO_MAYOR,16:00
34717,NAR,SMA,PMR_AUDITIVO,13:00
34718,SMA,GAM,PMR_VISUAL,10:00
34719,ANG,PUE,PMR_VISUAL,17:00
34720,JAR,VMA,PMR_VISUAL,18:00
34721,UNI,CUL,PMR_SILLA,13:00
34722,CUL,PUE,PMR_SILLA,07:00
34723,UNI,VMA,PMR_SILLA,20:00
34724,VMA,SMA,PMR_ADULTO_MAYOR,12:00
34725,UNI,SMA,PMR_ADULTO_MAYOR,19:00
34726,JAR,NAR,PMR_ADULTO_MAYOR,17:00
34727,JAR,PUE,PMR_SILLA,11:00
34728,GAM,NAR,PMR_AUDITIVO,19:00
34729,JAR,GAM,PMR_VISUAL,17:00
34730,VMA,MAT,PMR_SILLA,09:00
34731,JAR,VMA,PMR_SILLA,18:00
34732,GAM,UNI,PMR_AUDITIVO,19:00
34733,ANG,UNI,PMR_ADULTO_MAYOR,11:00
34734,VMA,ANG,PMR_SILLA,09:00
34735,VMA,PUE,PMR_SILLA,20:00
34736,MAT,PUE,PMR_SILLA,16:00
34737,NAR,MAT,PMR_AUDITIVO,08:00
34738,ANG,SMA,PMR_SILLA,17:00
34739,VMA,NAR,PMR_SILLA,07:00
34740,UNI,PUE,PMR_ADULTO_MAYOR,20:00
34741,CUL,JAR,PMR_SILLA,13:00
34742,UNI,NAR,PMR_SILLA,08:00
34743,ANG,JAR,PMR_SILLA,06:00
34744,SMA,NAR,PMR_VISUAL,13:00
34745,GAM,JAR,PMR_ADULTO_MAYOR,15:00
34746,VMA,NAR,PMR_ADULTO_MAYOR,15:00
34747,CUL,UNI,PMR_VISUAL,19:00
34748,SMA,UNI,PMR_SILLA,16:00
34749,ANG,MAT,PMR_VISUAL,10:00
34750,JAR,CUL,PMR_VISUAL,06:00
34751,NAR,GAM,PMR_VISUAL,07:00
34752,NAR,JAR,PMR_AUDITIVO,09:00
34753,JAR,VMA,PMR_SILLA,10:00
34754,GAM,PUE,PMR_SILLA,15:00
34755,JAR,VMA,PMR_AUDITIVO,11:00
34756,JAR,VMA,PMR_VISUAL,20:00
34757,VMA,GAM,PMR_VISUAL,18:00
34758,CUL,ANG,PMR_SILLA,16:00
34759,NAR,ANG,PMR_AUDITIVO,06:00
34760,GAM,MAT,PMR_VISUAL,09:00
34761,MAT,SMA,PMR_VISUAL,10:00
34762,UNI,ANG,PMR_ADULTO_MAYOR,09:00
34763,ANG,MAT,PMR_SILLA,18:00
34764,UNI,JAR,PMR_AUDITIVO,14:00
34765,GAM,VMA,PMR_ADULTO_MAYOR,06:00
34766,GAM,MAT,PMR_VISUAL,10:00
34767,JAR,SMA,PMR_ADULTO_MAYOR,20:00
34768,VMA,SMA,PMR_AUDITIVO,15:00
34769,PUE,CUL,PMR_AUDITIVO,14:00
34770,UNI,NAR,PMR_SILLA,11:00
34771,SMA,NAR,PMR_AUDITIVO,08:00
34772,VMA,NAR,PMR_AUDITIVO,14:00
34773,MAT,PUE,PMR_ADULTO_MAYOR,18:00
34774,ANG,VMA,PMR_AUDITIVO,16:00
34775,ANG,CUL,PMR_ADULTO_MAYOR,20:00
34776,UNI,NAR,PMR_ADULTO_MAYOR,11:00
34777,ANG,SMA,PMR_VISUAL,20:00
34778,SMA,UNI,PMR_AUDITIVO,19:00
34779,PUE,CUL,PMR_AUDITIVO,13:00
34780,ANG,CUL,PMR_AUDITIVO,06:00
34781,NAR,GAM,PMR_AUDITIVO,11:00
34782,GAM,ANG,PMR_AUDITIVO,15:00
34783,VMA,GAM,PMR_VISUAL,11:00
34784,GAM,MAT,PMR_VISUAL,15:00
34785,VMA,PUE,PMR_VISUAL,14:00
34786,UNI,GAM,PMR_VISUAL,13:00
34787,PUE,NAR,PMR_SILLA,11:00
34788,JAR,UNI,PMR_VISUAL,16:00
34789,JAR,VMA,PMR_ADULTO_MAYOR,18:00
34790,SMA,CUL,PMR_AUDITIVO,14:00
34791,GAM,ANG,PMR_ADULTO_MAYOR,17:00
34792,GAM,CUL,PMR_ADULTO_MAYOR,18:00
34793,VMA,PUE,PMR_AUDITIVO,12:00
34794,CUL,GAM,PMR_VISUAL,06:00
34795,SMA,PUE,PMR_ADULTO_MAYOR,11:00
34796,MAT,ANG,PMR_SILLA,12:00
34797,VMA,GAM,PMR_ADULTO_MAYOR,08:00
34798,MAT,CUL,PMR_ADULTO_MAYOR,07:00
34799,NAR,SMA,PMR_SILLA,06:00
34800,MAT,CUL,PMR_ADULTO_MAYOR,06:00
34801,VMA,JAR,PMR_VISUAL,09:00
34802,CUL,UNI,PMR_VISUAL,15:00
34803,JAR,MAT,PMR_AUDITIVO,06:00
34804,MAT,ANG,PMR_ADULTO_MAYOR,16:00
34805,MAT,CUL,PMR_SILLA,08:00
34806,UNI,JAR,PMR_SILLA,09:00
34807,CUL,GAM,PMR_ADULTO_MAYOR,06:00
34808,MAT,JAR,PMR_VISUAL,08:00
34809,UNI,JAR,PMR_SILLA,20:00
34810,SMA,VMA,PMR_VISUAL,11:00
34811,NAR,SMA,PMR_ADULTO_MAYOR,11:00
34812,VMA,GAM,PMR_ADULTO_MAYOR,10:00
34813,UNI,NAR,PMR_ADULTO_MAYOR,19:00
34814,NAR,GAM,PMR_ADULTO_MAYOR,19:00
34815,PUE,UNI,PMR_VISUAL,20:00
34816,PUE,MAT,PMR_VISUAL,17:00
34817,ANG,SMA,PMR_VISUAL,09:00
34818,JAR,CUL,PMR_VISUAL,13:00
34819,JAR,MAT,PMR_AUDITIVO,10:00
34820,VMA,PUE,PMR_VISUAL,18:00
34821,VMA,GAM,PMR_ADULTO_MAYOR,09:00
34822,NAR,VMA,PMR_VISUAL,14:00
34823,GAM,ANG,PMR_ADULTO_MAYOR,14:00
34824,ANG,SMA,PMR_VISUAL,09:00
34825,JAR,NAR,PMR_SILLA,18:00
34826,ANG,PUE,PMR_ADULTO_MAYOR,12:00
34827,PUE,NAR,PMR_VISUAL,12:00
34828,VMA,SMA,PMR_ADULTO_MAYOR,16:00
34829,MAT,NAR,PMR_SILLA,20:00
34830,UNI,CUL,PMR_AUDITIVO,08:00
34831,SMA,MAT,PMR_VISUAL,12:00
34832,NAR,CUL,PMR_AUDITIVO,12:00
34833,PUE,VMA,PMR_AUDITIVO,20:00
34834,JAR,SMA,PMR_AUDITIVO,18:00
34835,GAM,CUL,PMR_VISUAL,12:00
34836,MAT,NAR,PMR_AUDITIVO,17:00
34837,CUL,NAR,PMR_SILLA,07:00
34838,PUE,SMA,PMR_AUDITIVO,19:00
34839,UNI,CUL,PMR_AUDITIVO,08:00
34840,MAT,UNI,PMR_VISUAL,14:00
34841,MAT,CUL,PMR_VISUAL,06:00
34842,NAR,JAR,PMR_VISUAL,07:00
34843,ANG,CUL,PMR_SILLA,12:00
34844,CUL,UNI,PMR_AUDITIVO,16:00
34845,SMA,UNI,PMR_SILLA,14:00
34846,VMA,UNI,PMR_VISUAL,11:00
34847,VMA,SMA,PMR_VISUAL,14:00
34848,ANG,MAT,PMR_AUDITIVO,14:00
34849,JAR,NAR,PMR_ADULTO_MAYOR,12:00
34850,ANG,NAR,PMR_VISUAL,15:00
34851,ANG,UNI,PMR_ADULTO_MAYOR,07:00
34852,GAM,UNI,PMR_SILLA,15:00
34853,UNI,VMA,PMR_AUDITIVO,07:00
34854,NAR,GAM,PMR_ADULTO_MAYOR,08:00
34855,CUL,NAR,PMR_ADULTO_MAYOR,13:00
34856,MAT,UNI,PMR_AUDITIVO,10:00
34857,ANG,UNI,PMR_AUDITIVO,13:00
34858,VMA,MAT,PMR_VISUAL,08:00
34859,MAT,NAR,PMR_ADULTO_MAYOR,16:00
34860,CUL,SMA,PMR_SILLA,12:00
34861,ANG,CUL,PMR_VISUAL,16:00
34862,SMA,GAM,PMR_ADULTO_MAYOR,07:00
34863,JAR,SMA,PMR_ADULTO_MAYOR,12:00
34864,UNI,SMA,PMR_ADULTO_MAYOR,07:00
34865,VMA,PUE,PMR_VISUAL,16:00
34866,GAM,VMA,PMR_ADULTO_MAYOR,08:00
34867,VMA,GAM,PMR_ADULTO_MAYOR,16:00
34868,MAT,VMA,PMR_AUDITIVO,18:00
34869,VMA,CUL,PMR_ADULTO_MAYOR,08:00
34870,VMA,JAR,PMR_AUDITIVO,16:00
34871,ANG,SMA,PMR_SILLA,09:00
34872,VMA,NAR,PMR_AUDITIVO,09:00
34873,MAT,CUL,PMR_SILLA,15:00
34874,PUE,VMA,PMR_AUDITIVO,17:00
34875,VMA,SMA,PMR_VISUAL,09:00
34876,VMA,SMA,PMR_ADULTO_MAYOR,08:00
34877,PUE,VMA,PMR_AUDITIVO,18:00
34878,JAR,UNI,PMR_SILLA,16:00
34879,UNI,VMA,PMR_VISUAL,16:00
34880,JAR,NAR,PMR_ADULTO_MAYOR,19:00
34881,MAT,PUE,PMR_ADULTO_MAYOR,11:00
34882,SMA,UNI,PMR_AUDITIVO,14:00
34883,CUL,NAR,PMR_SILLA,07:00
34884,UNI,NAR,PMR_AUDITIVO,19:00
34885,MAT,VMA,PMR_SILLA,09:00
34886,GAM,NAR,PMR_VISUAL,18:00
34887,MAT,ANG,PMR_SILLA,07:00
34888,ANG,NAR,PMR_AUDITIVO,07:00
34889,VMA,GAM,PMR_AUDITIVO,20:00
34890,PUE,UNI,PMR_ADULTO_MAYOR,10:00
34891,GAM,VMA,PMR_SILLA,12:00
34892,GAM,MAT,PMR_ADULTO_MAYOR,19:00
34893,JAR,ANG,PMR_ADULTO_MAYOR,20:00
34894,CUL,JAR,PMR_VISUAL,09:00
34895,ANG,NAR,PMR_VISUAL,16:00
34896,GAM,MAT,PMR_VISUAL,19:00
34897,JAR,PUE,PMR_AUDITIVO,08:00
34898,PUE,CUL,PMR_AUDITIVO,06:00
34899,UNI,VMA,PMR_SILLA,07:00
34900,PUE,ANG,PMR_ADULTO_MAYOR,07:00
34901,NAR,GAM,PMR_AUDITIVO,11:00
34902,GAM,CUL,PMR_VISUAL,15:00
34903,CUL,NAR,PMR_ADULTO_MAYOR,11:00
34904,CUL,SMA,PMR_AUDITIVO,06:00
34905,CUL,NAR,PMR_SILLA,16:00
34906,VMA,MAT,PMR_ADULTO_MAYOR,17:00
34907,NAR,GAM,PMR_SILLA,09:00
34908,GAM,NAR,PMR_AUDITIVO,06:00
34909,ANG,SMA,PMR_AUDITIVO,17:00
34910,UNI,CUL,PMR_ADULTO_MAYOR,19:00
34911,CUL,VMA,PMR_VISUAL,10:00
34912,UNI,NAR,PMR_ADULTO_MAYOR,19:00
34913,VMA,NAR,PMR_AUDITIVO,17:00
34914,VMA,UNI,PMR_ADULTO_MAYOR,10:00
34915,PUE,MAT,PMR_VISUAL,18:00
34916,GAM,UNI,PMR_VISUAL,17:00
34917,ANG,UNI,PMR_AUDITIVO,13:00
34918,MAT,GAM,PMR_AUDITIVO,14:00
34919,UNI,ANG,PMR_VISUAL,12:00
34920,MAT,GAM,PMR_VISUAL,13:00
34921,JAR,SMA,PMR_ADULTO_MAYOR,08:00
34922,UNI,SMA,PMR_ADULTO_MAYOR,20:00
34923,PUE,NAR,PMR_AUDITIVO,17:00
34924,MAT,SMA,PMR_AUDITIVO,08:00
34925,PUE,VMA,PMR_AUDITIVO,14:00
34926,JAR,NAR,PMR_VISUAL,12:00
34927,NAR,JAR,PMR_ADULTO_MAYOR,10:00
34928,UNI,ANG,PMR_ADULTO_MAYOR,15:00
34929,ANG,VMA,PMR_SILLA,19:00
34930,JAR,UNI,PMR_SILLA,08:00
34931,UNI,JAR,PMR_VISUAL,17:00
34932,JAR,CUL,PMR_ADULTO_MAYOR,07:00
34933,JAR,MAT,PMR_SILLA,10:00
34934,NAR,MAT,PMR_ADULTO_MAYOR,11:00
34935,MAT,NAR,PMR_VISUAL,17:00
34936,VMA,NAR,PMR_VISUAL,07:00
34937,PUE,CUL,PMR_AUDITIVO,16:00
34938,PUE,GAM,PMR_AUDITIVO,19:00
34939,GAM,SMA,PMR_ADULTO_MAYOR,19:00
34940,JAR,GAM,PMR_VISUAL,16:00
34941,GAM,PUE,PMR_AUDITIVO,15:00
34942,UNI,GAM,PMR_AUDITIVO,16:00
34943,ANG,UNI,PMR_SILLA,09:00
34944,CUL,MAT,PMR_ADULTO_MAYOR,08:00
34945,NAR,GAM,PMR_AUDITIVO,12:00
34946,VMA,ANG,PMR_VISUAL,19:00
34947,SMA,ANG,PMR_ADULTO_MAYOR,20:00
34948,UNI,CUL,PMR_AUDITIVO,19:00
34949,ANG,UNI,PMR_AUDITIVO,13:00
34950,GAM,ANG,PMR_ADULTO_MAYOR,20:00
34951,GAM,UNI,PMR_AUDITIVO,06:00
34952,MAT,CUL,PMR_ADULTO_MAYOR,16:00
34953,ANG,SMA,PMR_ADULTO_MAYOR,11:00
34954,MAT,NAR,PMR_AUDITIVO,16:00
34955,MAT,UNI,PMR_VISUAL,18:00
34956,UNI,GAM,PMR_AUDITIVO,10:00
34957,GAM,UNI,PMR_AUDITIVO,07:00
34958,CUL,NAR,PMR_ADULTO_MAYOR,15:00
34959,CUL,VMA,PMR_AUDITIVO,08:00
34960,SMA,UNI,PMR_AUDITIVO,14:00
34961,MAT,GAM,PMR_VISUAL,08:00
34962,CUL,VMA,PMR_SILLA,08:00
34963,JAR,PUE,PMR_ADULTO_MAYOR,12:00
34964,NAR,GAM,PMR_VISUAL,10:00
34965,PUE,GAM,PMR_VISUAL,17:00
34966,CUL,ANG,PMR_AUDITIVO,15:00
34967,MAT,UNI,PMR_AUDITIVO,07:00
34968,SMA,UNI,PMR_VISUAL,06:00
34969,JAR,NAR,PMR_ADULTO_MAYOR,10:00
34970,PUE,VMA,PMR_ADULTO_MAYOR,20:00
34971,CUL,GAM,PMR_AUDITIVO,10:00
34972,JAR,PUE,PMR_SILLA,20:00
34973,CUL,VMA,PMR_SILLA,07:00
34974,VMA,JAR,PMR_VISUAL,14:00
34975,VMA,ANG,PMR_SILLA,12:00
34976,SMA,UNI,PMR_ADULTO_MAYOR,17:00
34977,VMA,SMA,PMR_VISUAL,16:00
34978,CUL,SMA,PMR_AUDITIVO,06:00
34979,GAM,NAR,PMR_AUDITIVO,12:00
34980,UNI,SMA,PMR_AUDITIVO,07:00
34981,UNI,CUL,PMR_ADULTO_MAYOR,13:00
34982,VMA,SMA,PMR_SILLA,13:00
34983,JAR,VMA,PMR_AUDITIVO,09:00
34984,UNI,CUL,PMR_AUDITIVO,12:00
34985,NAR,MAT,PMR_ADULTO_MAYOR,15:00
34986,CUL,NAR,PMR_SILLA,12:00
34987,MAT,JAR,PMR_VISUAL,19:00
34988,PUE,MAT,PMR_VISUAL,13:00
34989,VMA,NAR,PMR_ADULTO_MAYOR,09:00
34990,UNI,SMA,PMR_ADULTO_MAYOR,13:00
34991,VMA,UNI,PMR_VISUAL,07:00
34992,SMA,PUE,PMR_AUDITIVO,13:00
34993,CUL,UNI,PMR_ADULTO_MAYOR,18:00
34994,MAT,JAR,PMR_SILLA,06:00
34995,ANG,JAR,PMR_ADULTO_MAYOR,18:00
34996,NAR,JAR,PMR_ADULTO_MAYOR,07:00
34997,NAR,CUL,PMR_SILLA,14:00
34998,JAR,UNI,PMR_VISUAL,08:00
34999,CUL,VMA,PMR_AUDITIVO,09:00
35000,CUL,MAT,PMR_SILLA,16:00
35001,CUL,GAM,PMR_SILLA,10:00
35002,CUL,VMA,PMR_SILLA,06:00
35003,PUE,VMA,PMR_AUDITIVO,09:00
35004,GAM,MAT,PMR_VISUAL,15:00
35005,ANG,UNI,PMR_AUDITIVO,06:00
35006,CUL,NAR,PMR_ADULTO_MAYOR,16:00
35007,SMA,UNI,PMR_VISUAL,18:00
35008,JAR,VMA,PMR_ADULTO_MAYOR,15:00
35009,UNI,JAR,PMR_ADULTO_MAYOR,20:00
35010,JAR,CUL,PMR_SILLA,09:00
35011,GAM,NAR,PMR_ADULTO_MAYOR,12:00
35012,NAR,CUL,PMR_AUDITIVO,12:00
35013,SMA,MAT,PMR_VISUAL,20:00
35014,GAM,MAT,PMR_SILLA,16:00
35015,JAR,MAT,PMR_SILLA,20:00
35016,SMA,VMA,PMR_VISUAL,16:00
35017,VMA,MAT,PMR_SILLA,13:00
35018,GAM,VMA,PMR_SILLA,08:00
35019,ANG,JAR,PMR_AUDITIVO,09:00
35020,MAT,GAM,PMR_AUDITIVO,20:00
35021,PUE,CUL,PMR_AUDITIVO,18:00
35022,JAR,ANG,PMR_AUDITIVO,08:00
35023,ANG,VMA,PMR_SILLA,07:00
35024,MAT,UNI,PMR_AUDITIVO,17:00
35025,PUE,CUL,PMR_VISUAL,14:00
35026,JAR,UNI,PMR_SILLA,10:00
35027,ANG,PUE,PMR_ADULTO_MAYOR,13:00
35028,SMA,MAT,PMR_AUDITIVO,20:00
35029,GAM,ANG,PMR_SILLA,18:00
35030,UNI,MAT,PMR_VISUAL,08:00
35031,MAT,SMA,PMR_VISUAL,18:00
35032,PUE,GAM,PMR_VISUAL,11:00
35033,CUL,SMA,PMR_ADULTO_MAYOR,16:00
35034,VMA,NAR,PMR_SILLA,19:00
35035,CUL,GAM,PMR_SILLA,14:00
35036,CUL,ANG,PMR_SILLA,14:00
35037,UNI,ANG,PMR_ADULTO_MAYOR,13:00
35038,PUE,UNI,PMR_SILLA,19:00
35039,CUL,GAM,PMR_VISUAL,10:00
35040,NAR,SMA,PMR_ADULTO_MAYOR,12:00
35041,MAT,ANG,PMR_VISUAL,07:00
35042,NAR,PUE,PMR_AUDITIVO,10:00
35043,JAR,GAM,PMR_SILLA,07:00
35044,MAT,PUE,PMR_AUDITIVO,07:00
35045,MAT,NAR,PMR_AUDITIVO,18:00
35046,SMA,MAT,PMR_AUDITIVO,16:00
35047,PUE,JAR,PMR_SILLA,17:00
35048,ANG,CUL,PMR_VISUAL,15:00
35049,PUE,VMA,PMR_AUDITIVO,07:00
35050,CUL,MAT,PMR_SILLA,08:00
35051,MAT,PUE,PMR_AUDITIVO,08:00
35052,UNI,JAR,PMR_SILLA,19:00
35053,VMA,GAM,PMR_ADULTO_MAYOR,10:00
35054,CUL,GAM,PMR_VISUAL,19:00
35055,GAM,ANG,PMR_VISUAL,18:00
35056,UNI,ANG,PMR_VISUAL,06:00
35057,JAR,VMA,PMR_SILLA,10:00
35058,PUE,GAM,PMR_VISUAL,16:00
35059,PUE,CUL,PMR_AUDITIVO,13:00
35060,PUE,GAM,PMR_VISUAL,09:00
35061,NAR,CUL,PMR_VISUAL,13:00
35062,CUL,ANG,PMR_VISUAL,09:00
35063,CUL,UNI,PMR_ADULTO_MAYOR,20:00
35064,NAR,MAT,PMR_ADULTO_MAYOR,15:00
